Key	English	Welsh	Comments
page.tcs.addchildcare.70-days-or-less.title	Did or will you stop paying {0} before {1}?		No Welsh translation found
page.tcs.workandhours.employed-summary.estimated_earnings_total	Estimated earnings minus deductions		No Welsh translation found
page.tcs.addchildcare.ever-pay-something-different.error-empty	Select yes if you pay {0} something different than {1}		No Welsh translation found
page.tcs.workandhours.changeworkinghours.amount.vh	Edit how many hours you work a week in all jobs		No Welsh translation found
page.tcs.workandhours.changeemployedearnings.partner.service_title	How much does your partner expect to earn from all jobs between {1} and {2}?		No Welsh translation found
page.questionnaire.p1	To use the service again you will need to		No Welsh translation found
page.questionnaire.no	No		No Welsh translation found
page.tcs.workandhours.isthispermanentwork.expectedEndDate	If you give an end date, we will only use it to work out your estimated earnings from this job. You will need to tell us when this job finishes.<P>When do you expect this job to end?</p>		No Welsh translation found
page.tcs.childcare.summary.check-your-change-add-childcare-summary.page.continue	Continue		No Welsh translation found
page.tcs.children.changeachildob-confirm	What is {0}’s date of birth?		No Welsh translation found
page.tcs.addchildcare.is-childcare-approved.care	Care and Social Services Inspectorate Wales		No Welsh translation found
page.tcs.workandhours.startajobselfemployed.you.service_title	Started self-employed work		No Welsh translation found
page.tcs.children.change-childs-details-highest-rate-dlas-care-component-hidden-edit	if {0} gets the highest rate of Disability Living Allowance’s care component		No Welsh translation found
page.tcs.does-child-get-benefits.ineligible.p2	You can only add a child to your claim if they do not get any of these benefits.		No Welsh translation found
page.tcs.children.add-a-child.lived-with-you-from-birth.title	Has the child lived with you since they were born?		No Welsh translation found
page.tcs.children.educationandtraining.dateStartedFullTimeNonAdvEducation.required	Enter the date they started or were offered a place on the course or training		No Welsh translation found
dashboard.viewchangedetails.you.other.subtitle	Other changes		No Welsh translation found
page.tcs.workandhours.startajob.li1	who the change applies to (you or your partner)		No Welsh translation found
page.tcs.partner-details.nino	What is your partner’s National Insurance number?		No Welsh translation found
page.tcs.changes_other.illness.p1.joint	Tell us if you, your partner or both you were ill or in hospital for more than 28 weeks.		No Welsh translation found
page.renewals.renewals_homepage.benefits.change_start_benefits	Started receiving a benefit		No Welsh translation found
page.tcs.childcare.no-notification.title	You do not need to tell us about your new childcare costs		No Welsh translation found
page.tcs.reportdeath.nmvp.dateofdeath.futuredate	Enter a date that is today or in the past when they died		No Welsh translation found
page.tcs.childcare.changechildcare.date.error-date-after-childcare-start-date	Enter a date that is the same as or after {0} when you last changed what you paid {1}		No Welsh translation found
page.tcs.change.childcare.next.provider.h1	We are now going to ask you questions about {0}		No Welsh translation found
page.tcs.workandhours.changeworkinghours.partnerTemporaryLeave.title	Is your partner on temporary leave?		No Welsh translation found
page.tcs.service-maintenance.p1	You can use this service again soon.		No Welsh translation found
page.tcs.children.add-a-child.confirm-answers.does-child-study-approved-course	Does or will {0} study an approved course?		No Welsh translation found
page.tcs.children.add-a-child.child.will.be.on.your.claim.until.31.august.part.of.job.p2	You can only claim tax credits after 31&nbsp;August&nbsp;{0} if the course will not be part of {1}’s job.		No Welsh translation found
page.tcs.children.add-a-child.error-date-of-birth	Enter a valid date of birth		No Welsh translation found
page.tcs.personal.addresschange.postcode	Postcode		No Welsh translation found
page.tcs.workandhours.howmanyhours.employed.help	Help to work out your normal hours		No Welsh translation found
page.tcs.workandhours.self-employed-summary.previous.newJobs	New self&#8209;employed job		No Welsh translation found
page.tcs.children.add-a-child.will-child-do-an-approved-training-course.title	Will the child do an approved training course?		No Welsh translation found
page.tcs.changechildcare.childcare-how-much-you-pay-different.title	How much do you pay the childcare provider?		No Welsh translation found
page.tcs.change.childcare-summary.change-date	When did or will you change what you pay {0}?		No Welsh translation found
page.tcs.workandhours.profitmade.partner.blank	Enter how much profit they expect to make between {0} and {1}		No Welsh translation found
page.tcs.workandhours.employer_name.current_job.service_header	What is the name of the employer already on your claim?		No Welsh translation found
page.tcs.children.add-a-child.when-did-child-start-course.error	Enter the date {0} did or will start the course		No Welsh translation found
page.tcs.workandhours.changeworkinghours.amount.b1	Seasonal workers enter the number of hours you work at the moment.		No Welsh translation found
page.tcs.workandhours.previousjobsendedcontext.selfemployed.intro.title.partner	You do not need to tell us about income from this job		No Welsh translation found
page.tcs.addchildcare.provider.details.addressline1.helptext	Address line 1		No Welsh translation found
page.tcs.childcare.provider-summary-text.remove-provider-count	stopped using {0} childcare provider		No Welsh translation found
page.tcs.changes_other.started.p1	Tell us which of these benefits you got and when you started and, if you no longer get them, stopped getting them.		No Welsh translation found
dashboard.viewchangedetails.you.nochildren	There are no children on this claim.		No Welsh translation found
page.tcs.workandhours.employer_details.partner.service_title	What is the name and address of your partner’s employer?		No Welsh translation found
page.tcs.continuing-with-training-course.alternativeCourse.helptext	Give details, include name and qualification		No Welsh translation found
page.tcs.addchildcare.provider.name-invalid	Childcare provider name must only include letters a to z, spaces, hyphens or apostrophes		No Welsh translation found
page.tcs.renewals.changes_other.overseas.p2	Include the date you left the UK and, if you were abroad for 8 weeks or more, the date you returned to the UK and the reason why you went abroad.		No Welsh translation found
page.tcs.workandhours.startajobemployed.paymentdetails.youOrPartnerPaidWTC.radio.partner	Your partner		No Welsh translation found
page.renewals.renewals_homepage.pending_changes_banner.change_types.start_a_job_self_employed_partner	You told us your partner started self-employed work		No Welsh translation found
partner.move.selection.prompt	Select yes if {0} moved with you		No Welsh translation found
page.tcs.workandhours.startajob.employerName	Employer name		No Welsh translation found
page.tcs.workandhours.deductions.partner.pensions.enterAmount	Enter Amount		No Welsh translation found
page.tcs.workandhours.employer_details.addressLine1-invalid-characters	Address line 1 must only include letters a to z, numbers 0 to 9, spaces, commas, full stops, hyphens, apostrophes, ampersands (&) and round brackets		No Welsh translation found
page.tcs.workandhours.deductions.giftAid	Gift aid donations		No Welsh translation found
page.tcs.renewals.children.add-a-child.forenames	Child’s first and middle name(s)		No Welsh translation found
partners.last.name	partner’s last name		No Welsh translation found
page.tcs.Addchildcare.not-suitable-no-eligible-different-amounts.renewals.text	Continue renewing your tax credits. When you have finished, call the Tax Credit Helpline to add the childcare provider to your claim.		No Welsh translation found
page.tcs.workandhours.isthispermanentwork.lessthan4weeks.partner.title	You cannot report that they have started work		No Welsh translation found
page.tcs.children.add-a-child.ineligible.age-max-p1	 You said {0} is {1}.		No Welsh translation found
page.tcs.addchildcare.how-much-you-can-get.title	How much money you can get		No Welsh translation found
page.tcs.workandhours.startajob.tellUsDateYouStartedWork	Enter the date you started work		No Welsh translation found
page.tcs.workandhours.earnings_calculator.estimatedMethod.required	Select if you want to base your estimate on how much you earn an hour, week, month or year		No Welsh translation found
